ARI,ARI_col,HUL,HUL_col,CARI,TIME
1.0,0.9018474739514928,0.8995870650898324,0.8900064901457173,0.9287995326951972,6.758548021316528
1.0,0.9018474739514928,0.8765231645013015,0.8902466026615632,0.9287995326951972,3.709339141845703
1.0,0.856974382493612,0.87454178097794,0.8801550924487641,0.8963875745699318,4.824402093887329
0.9495627013875187,0.3436696869079108,0.7023157393623872,0.6917680204034935,0.5371031254599136,5.016513109207153
0.9495627013875187,0.502562407009423,0.6817916065681164,0.702603549669486,0.642928164470511,7.394962787628174
1.0,0.8150470219435737,0.8885527789480748,0.8799020885369332,0.8662639708341419,5.052457809448242
1.0,0.4329654667668188,0.6958641466465404,0.7120272847240219,0.6157268394721643,4.328907012939453
1.0,0.3918218577367731,0.6954010180114044,0.6858700506585889,0.5906746842545887,5.6145179271698
1.0,0.8150470219435737,0.8714735604126367,0.8816426168459222,0.8662639708341419,3.237946033477783
1.0,0.3836273334475081,0.7101215659712795,0.6978080523150848,0.5846898317635765,4.976100921630859
0.9018474739514928,0.4370575561711295,0.6871160131557612,0.7013905340816433,0.5691521051803773,7.43436598777771
0.9495627013875187,0.2966423790718802,0.6829645445459054,0.6794315126860918,0.5090281124793545,6.913808107376099
1.0,0.7706174931039725,0.8786175637611318,0.8719987733834054,0.8343573173136728,2.320495128631592
1.0,0.3436696869079108,0.7024358260742611,0.6925521356115281,0.5607151538778359,5.811747789382935
1.0,0.740357235309345,0.8792926101364005,0.8736315379238084,0.8132404159913066,5.552483797073364
1.0,0.856974382493612,0.882318714505124,0.8728517814517376,0.8963875745699318,2.3467860221862797
1.0,0.7761517615176152,0.8923165409643801,0.8794016218094557,0.8385240069992372,3.92694902420044
1.0,0.7706174931039725,0.8828826267739533,0.8776478380294307,0.8343573173136728,7.299266815185547
1.0,0.9495627013875187,0.8902973818623314,0.9071329240803248,0.9633828228678852,4.41084885597229
0.4353634233405602,0.3436696869079108,0.6878965644725368,0.6919985915300748,0.2981389193409269,5.431667804718018
1.0,0.900510259947879,0.8906588348293533,0.8881278735089968,0.9278100491220832,3.901848793029785
1.0,0.8150470219435737,0.8813116540817237,0.8733455898738867,0.8662639708341419,3.5446410179138184
0.7665639276892474,0.3836273334475081,0.6844274741331985,0.6968017041195936,0.4721328840161078,5.86535382270813
1.0,0.7761517615176152,0.8842048935698636,0.8704774016505906,0.8385240069992372,2.8605401515960693
1.0,0.7761517615176152,0.8953067686491148,0.887191435127743,0.8385240069992372,3.540659189224243
0.6891818042713184,0.3395687777026519,0.6578184044426649,0.6890080613491123,0.4131213770215449,6.6774091720581055
1.0,0.8150470219435737,0.8857003500873314,0.8854945803835543,0.8662639708341419,4.014928102493286
0.9495627013875187,0.3863632042286996,0.6674194982699786,0.7021214624151298,0.5623225525149338,7.334070205688477
0.9495627013875187,0.4370575561711295,0.6963660391831739,0.6991680991614528,0.593393921531964,3.560462951660156
0.814026792750197,0.404040404040404,0.7045573774582993,0.7014544883681902,0.5116653962097824,7.098693132400513
1.0,0.9018474739514928,0.885415453542282,0.8932462273575403,0.9287995326951972,7.146908760070801
0.9018474739514928,0.4315992292870905,0.6743489333273787,0.7140489195514754,0.565433302912039,4.556433916091919
1.0,0.3381996505270278,0.6884408519662045,0.6972627093504895,0.5567297819363616,4.1702752113342285
1.0,0.8150470219435737,0.8724862479639486,0.8813102217737923,0.8662639708341419,7.171567916870117
0.7365379563961124,0.3395687777026519,0.6817314856759645,0.6752057677747236,0.4353344390730252,4.786888122558594
1.0,0.856974382493612,0.8881538273668983,0.879864907781342,0.8963875745699318,6.318994998931885
1.0,0.8150470219435737,0.8818245759185729,0.8827499330781141,0.8662639708341419,4.877486228942871
1.0,0.3381996505270278,0.6854403241874625,0.6990429205965119,0.5567297819363616,5.898783922195435
1.0,0.9018474739514928,0.8726294969498721,0.877364675767413,0.9287995326951972,2.5512261390686035
1.0,0.8150470219435737,0.8801275314637345,0.8795739550013922,0.8662639708341419,4.046576976776123
1.0,0.9018474739514928,0.887908723420106,0.8843408215654935,0.9287995326951972,7.083477020263672
1.0,0.9495627013875187,0.8854201530277632,0.9047654756441896,0.9633828228678852,4.83578896522522
