ARI,ARI_col,HUL,HUL_col,CARI,TIME
0.281810123024367,0.4353634233405602,0.6218086306009141,0.7323571095991146,0.2595425914946535,1.227550029754639
0.3269766631835597,0.5022562291544046,0.6148221270531771,0.705018559483289,0.3073355388323688,1.336467981338501
0.3955870764381403,0.4327792742482973,0.6310029816679334,0.7112577118977756,0.3097199830597405,1.318681716918945
0.3579852739949176,0.7379832810867294,0.6368424401398851,0.7657063191780418,0.4235536042895518,1.3186349868774414
0.2990378141221954,0.7761517615176152,0.627007807703281,0.7880192650277883,0.4030353786216922,1.3145029544830322
0.2523880694002209,0.5245759214613063,0.6175857714580821,0.7163880185941502,0.2795686334516552,1.1241121292114258
0.296151166840822,0.856974382493612,0.6142250404825804,0.8049638760464752,0.4335291216683438,1.878720998764038
0.3467208281464981,0.5031578947368421,0.6255221581106692,0.7335750621438493,0.3170540996247286,1.456831932067871
0.4327792742482973,0.5128878961084467,0.6413474464177338,0.7105900778358882,0.3637577140535177,1.4452412128448486
0.407080417674885,0.6007489652453847,0.6344346863955359,0.7480267575043826,0.3909492301405687,1.500391960144043
0.3170492446537178,0.4824561403508772,0.6332558258664717,0.7113302831453928,0.2941883492512653,1.4222729206085205
0.3621830570661076,0.484462256093555,0.6272111438186556,0.7381513120246478,0.3166754644243048,1.614532232284546
0.3064263322884012,0.5460643124876702,0.6259568097291333,0.7245133629898427,0.3149316682651447,1.3165862560272217
0.3544519426063028,0.4610991214875853,0.6078939229643048,0.7209236452609625,0.3031098932359231,1.6870920658111572
0.4198585287869829,0.7333895483340901,0.6375545975261842,0.7959774272321865,0.4573191504703598,1.2910048961639404
0.3848121188274641,0.4951425078813614,0.6285484580584515,0.7222692430086272,0.3327867224501901,0.9533188343048096
0.2455958772667486,0.4369144558269854,0.623384039145469,0.7180220562738787,0.2438078053879311,1.0739212036132812
0.4327792742482973,0.5299010594518869,0.6350105160953147,0.7116010855164572,0.3716155378672217,1.6050517559051514
0.3000087237197941,0.4348659003831417,0.6023549833716766,0.703001488621519,0.2669427768417868,2.0230371952056885
0.3835498395053749,0.6951801713426199,0.6554383349776901,0.7592697788839093,0.421405714678256,1.5633089542388916
0.3422817344804537,0.5419174736107476,0.6091402245284114,0.7193630437201217,0.3326061539013563,1.665798902511597
0.4019357792165326,0.4913793103448275,0.6368016653857469,0.7359730572925964,0.339352405597804,2.0514307022094727
0.2964706908203082,0.4188778964380091,0.6203015876788943,0.6897257748913762,0.2589425925266288,1.2957580089569092
0.3674052894924946,0.4607088840665483,0.6282893855911111,0.698313568951144,0.3096495471846868,1.0663340091705322
0.2599186938846496,0.732173497534806,0.6074293578860464,0.7570694909749508,0.3619701709681044,2.18730902671814
0.3582063523205371,0.4839876372723088,0.6468496216775896,0.7327639220949542,0.3147079840255289,1.9350171089172363
0.4451249972850286,0.4147973753624136,0.6438278405565165,0.6841382651411025,0.3248150985140973,1.300220251083374
0.2990378141221954,0.5271134988752757,0.6232103811766949,0.7348445951369815,0.3037968905085077,1.50232195854187
0.4043536342334056,0.7665639276892474,0.6384422601305647,0.7644985882268838,0.4630892676111791,1.5209648609161377
0.2180277183196039,0.5150259748799895,0.5963836636215393,0.7365306591361787,0.2594274322491204,1.7184479236602783
0.296151166840822,0.5128878961084467,0.6110573247953528,0.7230667519323957,0.2964121694981902,2.261013984680176
0.3273385215704227,0.5622863041094123,0.6375284260259044,0.7146132560539996,0.3319691221060884,1.1328108310699463
0.3848121188274641,0.7333895483340901,0.6240156199571137,0.7671536705638504,0.4364171374102731,1.331752061843872
0.3170492446537178,0.4012187369851603,0.6078419665241663,0.698255535729762,0.260988160851056,2.245232105255127
0.3000087237197941,0.552473386232977,0.6162162138479834,0.7475028278217072,0.3139248325293595,1.5643901824951172
0.3888487396798283,0.5180561942929724,0.6254012641083875,0.7075085795376366,0.344140826942069,1.48844313621521
0.3112241570468923,0.4532779076816489,0.6337437555013484,0.6923764259085186,0.2799150513294148,1.750927209854126
0.4527469676331322,0.4544185640757219,0.6243974141149425,0.7276155946366286,0.3471638082608272,1.9353690147399905
0.1275844019890081,0.4868223137793473,0.5642782562810595,0.7060872390415298,0.203813651248349,1.9736199378967283
0.3622934130439491,0.5874487626312443,0.632752197566674,0.7462253922239901,0.3619825134066011,1.071540117263794
0.2599186938846496,0.4239996497679713,0.6115089817576955,0.7070349499001313,0.2445709645476191,1.341583013534546
0.3538592694602925,0.5150259748799895,0.6141175264255814,0.7176090280504885,0.3255231221264008,1.642597198486328
0.3875076332548198,0.5215765560120872,0.6399854979294455,0.7067361203154852,0.3455604411324396,1.667719841003418
0.4312413928782215,0.7297078099997808,0.6315060506722985,0.7580836217742438,0.463084153301958,1.212463140487671
0.2628647614132421,0.5305451436838298,0.6043623831809567,0.7117543103315197,0.2883867700414503,1.6543009281158447
0.4343572686362747,0.5128878961084467,0.6470924225521957,0.7155328918863908,0.3651622469807613,2.3449149131774902
0.2990275352006382,0.4658819403344951,0.6374687437803812,0.706693438435546,0.2800297974126636,1.565230131149292
0.220152230631563,0.512439446746016,0.6096876334890137,0.7083800353901839,0.259924694295463,1.0531189441680908
0.3144154123498621,0.4255263157894737,0.6385087824664362,0.7048516757385607,0.2700432348791698,1.2676591873168943
0.4010087175808169,0.652405487075806,0.6527921362927129,0.7680088866640071,0.4110397932687767,1.2728960514068604
0.3453447561746561,0.3650948933672471,0.6254683391329634,0.6916428098043566,0.2586969814147347,1.2091290950775146
0.4327792742482973,0.7761517615176152,0.639787221440512,0.7936672284019006,0.4847790736064246,1.839946985244751
0.2319405636060389,0.5460643124876702,0.6011336187201448,0.7501985373224069,0.277587472464986,2.307115077972412
0.4348436027268144,0.4818781070012921,0.6412657761524857,0.7211362132909147,0.3503933502970276,0.9911527633666992
0.4063224626119514,0.4089783213870805,0.6349101049349481,0.6897439533842941,0.3056223228315964,1.5161778926849363
0.1452549620269321,0.3605838501534799,0.5839566945556437,0.638842792907328,0.1720891771089479,1.8140079975128172
0.4054473517389118,0.4364002011060834,0.6249674718001839,0.705264646248891,0.3160707620983957,2.026923179626465
0.2999913397419243,0.5151178253002856,0.6269181340155432,0.7106308903198254,0.2998181033196311,1.6606628894805908
0.3766346237117866,0.4374301308607878,0.6382247725891027,0.7167881794406026,0.3038193755312751,1.247093915939331
